   0.00000 -2.562 -2.562 -1.562 -1.562  1.562  1.562  2.562  2.562
   0.39270 -2.524 -2.524 -1.524 -1.524  1.524  1.524  2.524  2.524
   0.78540 -2.414 -2.414 -1.414 -1.414  1.414  1.414  2.414  2.414
   1.17810 -2.236 -2.236 -1.236 -1.236  1.236  1.236  2.236  2.236
   1.57080 -2.000 -2.000 -1.000 -1.000  1.000  1.000  2.000  2.000
   1.96350 -1.718 -1.718 -0.718 -0.718  0.718  0.718  1.718  1.718
   2.35619 -1.414 -1.414 -0.414 -0.414  0.414  0.414  1.414  1.414
   2.74889 -1.134 -1.134 -0.134 -0.134  0.134  0.134  1.134  1.134
   3.14159 -1.000 -1.000  0.000  0.000  0.000  0.000  1.000  1.000
